Reference	Localized Group	Message	Selections	
figs-metaphor_1_11__1	Metaphor	2 duplicate migrations		
figs-metaphor_1_12__1	Metaphor	2 duplicate migrations		
figs-nominaladj_3_4__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	नावाडी त्याला-1	
figs-nominaladj_3_6__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	दूषित करतो-1	
