Reference	Localized Group	Message	Selections	
figs-activepassive_22_22__1	Active or Passive	unable to migrate selection, there are 2 similar checks	जो मनुष्य मला माझ्या शत्रूंच्या हाती सोपवतो-1	
figs-explicit_18_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	परंतु देवाने परुश्याला क्षमा केली नाही.-1	
figs-metaphor_20_18__1	Metaphor	unable to migrate selection, there are 2 similar checks	ज्याच्यावर तो पडेल त्याला तो चिरडून टाकेल.”-1	
translate-symaction_18_13__1	Symbolic Action	unable to migrate selection, there are 2 similar checks	आपला ऊर बडावून घेतला,-1	
