Reference	Localized Group	Message	Selections	
figs-explicit_4_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, there are 2 similar checks	ज्यांना आशा नाही-1	
figs-idiom_3_8__1	Idiom	2 duplicate migrations		
figs-metaphor_4_1__1	Metaphor	unable to migrate selection, there are 2 similar checks	म्हणून कसे चालावे,-1	
figs-metaphor_5_8__1	Metaphor	unable to migrate selection, there are 2 similar checks	आपण विश्वास व प्रीती ह्यांचे उरस्त्राण व तारणाची आशा हे शिरस्त्राण धारण करून-1	
figs-metonymy_2_19__1	Metonymy	unable to migrate selection, there are 2 similar checks	आपल्या प्रभू येशूच्या समोर-1	
