Reference	Localized Group	Message	Selections	
figs-exclusive_1_1__1	Exclusive and Inclusive ‘We’	unable to migrate selection, there are 2 similar checks	पौल,-1	
figs-inclusive_1_3__1	figs-inclusive	unable to migrate selection, no match found for check in new resources	आमचा-1	
translate-names_1_2__1	How to Translate Names	unable to migrate selection, there are 2 similar checks	आमची) बहीण आफ्फिया हीला-1	
