Reference	Localized Group	Message	Selections	
figs-synecdoche_1_6__1	Synecdoche	unable to migrate selection, no match found for check in new resources	अन्न पुरविले आहे-1	
writing-politeness_3_9__1	writing-politeness	unable to migrate selection, no match found for check in new resources	मी आपली महीला दासी रूथ आहे-1	
