Reference	Localized Group	Message	Selections	
figs-abstractnouns_4_13__1	Abstract Nouns	unable to migrate selection, there are 3 similar checks	आपण सर्व मिळून देवाच्या इच्छेप्रमाणे होत-1 वर-1 विश्वास ठेवत एकत्र होण्यात-1	
figs-abstractnouns_6_23__1	Abstract Nouns	unable to migrate selection, there are 3 similar checks	तुम्हाला एकमेकांवर प्रेम करण्यास-1 सक्षम करील-1	
figs-abstractnouns_6_24__1	Abstract Nouns	unable to migrate selection, there are 2 similar checks	स्थिरपणे-1	
figs-activepassive_1_11__1	Active or Passive	unable to migrate selection, there are 2 similar checks	त्याने हे खूप पूर्वीच करण्याची योजना केली होती-1	
figs-metaphor_1_18__1	Metaphor	unable to migrate selection, there are 2 similar checks	देण्याचे वचन दिले आहे त्या गोष्टी किती-1	
figs-metaphor_4_14__1	Metaphor	unable to migrate selection, there are 2 similar checks	आपण यापुढे लहान मुले अपरिपक्व असतात तसे आध्यात्मिकदृष्ट्या अपरिपक्व राहणार नाही-1 आम्ही-1 नाही-2	
figs-metaphor_4_22__1	Metaphor	unable to migrate selection, there are 4 similar checks	तुमच्या शिक्षकांनी तुम्हाला ज्या पद्धतीने जगायचे ते जगणे बंद करायला शिकवले.-1	
