Reference	Localized Group	Message	Selections	
figs-metaphor_6_19__1	Metaphor	2 duplicate migrations		
translate-unknown_5_18__1	Translate Unknowns	unable to migrate selection, there are 2 similar checks	मळणीच्या-1	
