Door43-Catalog	sw_tq	Translation Questions	"{\"checking\":{\"checking_entity\":[\"Ev . Mathew Kazimoto\",\"Ev. Ezekiel Daudi\",\"Ev. James A. Makula\",\"Ev. Moses Malugu\",\"GS. Andrew Gewe\",\"Past. Isack A. Gomugo\",\"Past. Mathias William\",\"Rev. John Ndaluka\",\"Rev. Alex Nyuri\",\"Rev. Catherin D. Matia\",\"Rev. Donal"
Door43-Catalog	sw_obs-tq	OBS Translation Questions	"{\"checking\":{\"checking_entity\":[\"Rev. Erasmus Peter Malelo\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Mr. James Semnkai\",\"Romantts\"],\"creator\":\"Door43 World Missions Community\",\"description\":\"Comprehension and theological questions for Open Bible"
Door43-Catalog	sw_obs	Open Bible Stories	"{\"checking\":{\"checking_entity\":[\"Rev. Erasmus Peter Malelo, Coordinator, Aict Pwani Diocese Translation Section\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Ev. Cloud Roman\",\"Ev. James A. Makula\",\"Ev. Lazaro Chalomhjola\",\"Ev. Mathew Kazimoto\",\"GS. "
Door43-Catalog	sw_tn	Translation Notes	"{\"checking\":{\"checking_entity\":[\"Ev . Mathew Kazimoto\",\"Ev. Ezekiel Daudi\",\"Ev. James A. Makula\",\"Ev. Moses Malugu\",\"GS. Andrew Gewe\",\"Past. Isack A. Gomugo\",\"Past. Mathias William\",\"Rev. John Ndaluka\",\"Rev. Alex Nyuri\",\"Rev. Catherin D. Matia\",\"Rev. Donal"
Door43-Catalog	sw_tw	Translation Words	"{\"checking\":{\"checking_entity\":[\"Ev. Ezekiel Daudi\",\"Rev. Yohana S Dutuyi\",\"Rev. Donald Dutuyi\",\"Rev. Gungutu Elias\",\"GS. Andrew Gewe\",\"Pst. Isack A. Gomugo\",\"Ev . Mathew Kazimoto \",\"Rev. Yekonia M. Koko\",\"Rev. Dr. David Magoke \",\"Ev. James A. Makula\",\"Ev."
Door43-Catalog	sw_ulb	Bible	"{\"checking\":{\"checking_entity\":[\"Rev. Erasmus Peter Malelo\",\"Ev. Mathew Kazimoto\",\"Rev. Dr. David Magoke\",\"Rev. Elias Ndema\",\"Rev. Alex Nyuri\",\"Rev. Gungutu Elias\",\"Rev. Lameck Tobotobo\",\"Rev. Catherin D. Matia\",\"Rev. Yohana S Dutuyi\",\"Rev. Donald Dutuyi\","
Door43-Catalog	gu_tq	Translation Questions	"{\"checking\":{\"checking_entity\":[\"Pastor Wilson Jacob\",\"BCS\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Acsah Jacob\",\"Hind Prakash\",\"Jinu Jacob\",\"Michael Christy\",\"Shojo John\",\"Vipin Bhadran\"],\"creator\":\"Door43 World Missions Community\",\"descriptio"
Door43-Catalog	gu_irv	Aligned Bible	"{\"checking\":{\"checking_entity\":[\"BCS\",\"Hind Prakash\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Antoney Raj\",\"Cdr. Thomas Mathew\",\"Dr. Bobby Chellappan\",\"Hind Prakash\",\"Jinu Jacob\",\"Joseph Jekab\",\"Shojo John\",\"Vipin Bhadran\"],\"creator\":\"Door43 Wor"
Door43-Catalog	gu_tn	TSV Translation Notes	"{\"checking\":{\"checking_entity\":[\"BCS\",\"Pastor Wilson Jacob\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Acsah Jacob\",\"Dr. Bobby Chellappan\",\"Dr. Joseph Jekab\",\"Hind Prakash\",\"Jinu Jacob\",\"Vipin Bhadran\"],\"creator\":\"Door43 World Missions Community\","
Door43-Catalog	gu_obs-tn	OBS Translation Notes	"{\"checking\":{\"checking_entity\":[\"BCS\",\"Cdr. Thomas Mathew, Managing Director, BCS\",\"Pr. Wilson Jacob\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Anandiben I Parmar\",\"BCS\",\"Merlyn Easa\",\"Mukund J Macwan\",\"Roosevelt Christian\",\"Shojo John\"],\"creator"
Door43-Catalog	gu_glt	Aligned Bible	"{\"checking\":{\"checking_entity\":[\"BCS\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Acsah Jacob\",\"Hind Prakash\",\"Jinu Jacob\",\"Vipin Bhadran\"],\"creator\":\"Door43 World Missions Community\",\"description\":\"\",\"formats\":[{\"format\":\"application/zip; type=bun"
Door43-Catalog	gu_obs	Open Bible Stories	"{\"checking\":{\"checking_entity\":[\"Cdr. Thomas Mathew, Managing Director, BCS\",\"Pr. Wilson Jacob\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Anandiben I Parmar\",\"Merlyn Easa\",\"Mukund J Macwan\",\"Roosevelt Christian\"],\"creator\":\"Door43 World Missions "
Door43-Catalog	gu_tw	Translation Words	"{\"checking\":{\"checking_entity\":[\"Cdr. Thomas Mathew\",\"BCS\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Antoney Raj\",\"Cdr. Thomas Mathew\",\"Dr. Bobby Chellappan\",\"Hind Prakash\",\"Shojo John\"],\"creator\":\"Door43 World Missions Community\",\"description\":\""
Door43-Catalog	gu_obs-tq	OBS Translation Questions	"{\"checking\":{\"checking_entity\":[\"BCS\",\"Cdr. Thomas Mathew, Managing Director, BCS\",\"Pr. Wilson Jacob\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Anandiben I Parmar\",\"BCS\",\"Merlyn Easa\",\"Mukund J Macwan\",\"Roosevelt Christian\",\"Shojo John\"],\"creator"
Door43-Catalog	gu_ta	Translation Academy	"{\"checking\":{\"checking_entity\":[\"BCS\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Cdr Thomas Mathew\",\"Dr Bobby Chellappan\",\"Antoney Raj\",\"Shojo John\",\"Hind Prakash\"],\"creator\":\"Door43 World Missions Community\",\"description\":\"A modular handbook that"
Door43-Catalog	gu_gst	Aligned Bible	"{\"checking\":{\"checking_entity\":[\"BCS\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Acsah Jacob\",\"Hind Prakash\",\"Jinu Jacob\",\"Vipin Bhadran\"],\"creator\":\"Door43 World Missions Community\",\"description\":\"\",\"formats\":[{\"format\":\"application/zip; type=bun"
Door43-Catalog	gu_udb	Bible	"{\"checking\":{\"checking_entity\":[\"Cdr. Thomas Mathew\",\"BCS\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Cdr. Thomas Mathew\",\"Dr. Bobby Chellappan\",\"Hind Prakash\",\"Shojo John\"],\"creator\":\"Door43 World Missions Community\",\"description\":\"An open-licens"
Door43-Catalog	gu_ulb	Bible	"{\"checking\":{\"checking_entity\":[\"Arpit Rathore\",\"Cdr. Thomas Mathew\",\"Pastor Wilson Ignas Jacob\",\"BCS\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Antoney Raj\",\"Cdr. Thomas Mathew\",\"Dr. Bobby Chellappan\",\"Feba Jacob\",\"Hinal Prakash\",\"Hiren Pravinch"
Door43-Catalog	fr_obs-tn	OBS Translation Notes	"{\"checking\":{\"checking_entity\":[\"Ed Bussard\",\"Jim Pohlig\",\"Larry Sallee\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Ed Bussard\",\"Jim Pohlig\",\"Larry Sallee\",\"Door43 World Missions Community\"],\"creator\":\"Door43 World Missions Community\",\"description"
Door43-Catalog	fr_f10	Bible	"{\"checking\":{\"checking_entity\":[\"Louis Segond\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Louis Segond\"],\"creator\":\"Louis Segond\",\"description\":\"The Holy Bible in French, Louis Segond version of 1910\",\"formats\":[{\"format\":\"application/zip; type=bu"
Door43-Catalog	fr_obs-tq	OBS Translation Questions	"{\"checking\":{\"checking_entity\":[\"Ed Bussard\",\"Larry Sallee\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Bbalana\",\"Ed Bussard\",\"Greermb\",\"Jeanmbaitoloum\",\"Larry Sallee\",\"Wendyc\"],\"creator\":\"Door43 World Missions Community\",\"description\":\"Comprehensi"
Door43-Catalog	fr_tn	Translation Notes	"{\"checking\":{\"checking_entity\":[\"Mme BARRY/OUEDRAOGO Assita\",\"Mme COULIBALY Catherine Saliatou\",\"Mme OUEDRAOGO/OUEDRAOGO Naomi\",\"Mme SAMPO Naomie\",\"Mme ZAPRE /DIARRA Aminata S.\",\"Pasteur BANANZARO T. Calixte\",\"Pasteur KABORE B. Saydou\",\"Pasteur OUATTARA T."
Door43-Catalog	fr_obs-sq	OBS Study Questions	"{\"checking\":{\"checking_entity\":[\"unfoldingWord\"],\"checking_level\":\"3\"},\"comment\":\"\",\"contributor\":[\"Larry Sallee, Th.M Dallas Theological Seminary, D.Min. Columbia Biblical Seminary\",\"Perry Oakes, PhD in Old Testament, MA in Linguistics\",\"Ed Bussard\",\"Door"
Door43-Catalog	fr_ulb	Bible	"{\"checking\":{\"checking_entity\":[\"Edjanga Jean Jacques, CBC Pastor\",\"Eric Shalom, CBC Pastor\",\"Jiofack Kana Charles Jesus, CBC Pastor\",\"Kainala Ngamsou, Living Word Pastor\",\"Mbipite Sammy, CBC Pastor\",\"Mbumwe Gaston, Pastor\",\"Ngatchou Happi Noe, CBC Pastor\""
Door43-Catalog	fr_tq	Translation Questions	"{\"checking\":{\"checking_entity\":[\"Mme BARRY/OUEDRAOGO Assita\",\"Mme COULIBALY Catherine Saliatou\",\"Mme OUEDRAOGO/OUEDRAOGO Naomi\",\"Mme SAMPO Naomie\",\"Mme ZAPRE /DIARRA Aminata S.\",\"Pasteur BANANZARO T. Calixte\",\"Pasteur KABORE B. Saydou\",\"Pasteur OUATTARA T."
