Reference	Localized Group	Message	Selections	
figs-informremind_2_4__1	figs-informremind	unable to migrate selection, no match found for check in new resources	Y he aquí-1	
figs-informremind_3_2__1	figs-informremind	unable to migrate selection, no match found for check in new resources	Mira-1	
figs-informremind_4_1__1	figs-informremind	unable to migrate selection, no match found for check in new resources	Y he aquí-1	
