Reference	Localized Group	Message	Selections	
figs-exclusive_1_1__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	ପାଉଲ-1	
figs-inclusive_1_3__1	figs-inclusive	unable to migrate selection, no match found for check in new resources	ଆମ୍ଭମାନଙ୍କ-1	
figs-metonymy_1_12__1	Metonymy	unable to migrate selection, no match found for check in new resources	ମୋର ହୃଦୟ-1	
translate-names_1_2__1	How to Translate Names	unable to migrate selection, no match found for check in new resources	ଆମ୍ଭର ଭଉଣୀ ଆପ୍ପିୟା ନିକଟକୁ-1	
