Reference	Localized Group	Message	Selections	
figs-euphemism_2_9__1	Euphemism	unable to migrate selection, no match found for check in new resources	ನಿನ್ನನ್ನು ಮುಟ್ಟ ಕೂಡದು-1	
figs-synecdoche_1_6__1	Synecdoche	unable to migrate selection, no match found for check in new resources	ಅವರಿಗೆ ರೊಟ್ಟಿಯನ್ನು ಕೊಟ್ಟಿದ್ದಾನೆ-1	
grammar-connect-words-phrases_3_12__1	Connecting Words and Phrases	unable to migrate selection, no match found for check in new resources	ಮತ್ತು ಈಗ-1	
writing-politeness_3_9__1	writing-politeness	unable to migrate selection, no match found for check in new resources	ನಿನ್ನ ದಾಸಿಯಾದ-1 ನಿನ್ನ ದಾಸಿಯಾದ-2	
