Reference	Localized Group	Message	Selections	
figs-abstractnouns_1_25__1	Abstract Nouns	unable to migrate selection, there are 3 similar checks	ತನ್ನ ಕಾರ್ಯದಲ್ಲಿ-1	
grammar-connect-logic-contrast_3_5__2	Connect — Contrast Relationship	unable to migrate selection, no match found for check in new resources	ಆದರೆ-1	
grammar-connect-logic-result_4_7__1	Connect — Reason-and-Result Relationship	unable to migrate selection, there are 2 similar checks	ಆದ್ದರಿಂದ, ದೇವರಿಗೆ ಅಧೀನರಾಗಿರಿ-1	
