Reference	Localized Group	Message	Selections	
figs-explicit_21_17__2	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ನೀನು ನನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೀಯೋ-1 ನೀನು ನನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೀಯೋ-2 ನಾನು ನಿನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ-1	
translate-ordinal_21_17__2	Ordinal Numbers	unable to migrate selection, no match found for check in new resources	ಮೂರನೆಯ ಬಾರಿ-1 ಮೂರನೇ ಬಾರಿ-1	
