Reference	Localized Group	Message	Selections	
figs-abstractnouns_2_2__1	Abstract Nouns	unable to migrate selection, there are 3 similar checks	sound in faith, in love, and in perseverance-1	
figs-hendiadys_3_3__1	Hendiadys	unable to migrate selection, no match found for check in new resources	We lived in evil and envy-1	
figs-metaphor_1_15__1	Metaphor	unable to migrate selection, no match found for check in new resources	to those who are corrupt and unbelieving, nothing is pure-1	
figs-metonymy_2_13__1	Metonymy	unable to migrate selection, there are 2 similar checks	our blessed hope, that is, the appearance of the glory of our great God and Savior Jesus Christ-1	
