Reference	Localized Group	Message	Selections	
figs-idiom_1_17__1	Idiom	unable to migrate selection, there are 3 similar checks	you die, there I will die-1	
figs-idiom_1_17__1	Idiom	unable to migrate selection, there are 3 similar checks	May Yahweh punish me severely if-1	
figs-idiom_3_8__1	Idiom	unable to migrate selection, no match found for check in new resources	He sat up -1	
figs-metaphor_4_11__1	Metaphor	unable to migrate selection, no match found for check in new resources	into-1	
figs-rquestion_1_11__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	It will not do any good for you to come with me!-1	
figs-rquestion_1_11__1	Rhetorical Question	unable to migrate selection, there are 2 similar checks	It is not possible for me to have more sons who could become your husbands.-1	
