Reference	Localized Group	Message	Selections	
figs-hendiadys_2_13__1	Hendiadys	unable to migrate selection, there are 2 similar checks	ಬಾಗ್ಯಕರಮೈನ ನಿರಿಕ್ಷನಿ-1 ತಿರ್ಗ-1 ಮಹಿಮಮು ಪ್ರತ್ಯಕ್ಷಮೈಹೆಧನ್ನಿ-1	
figs-metonymy_2_13__1	Metonymy	unable to migrate selection, there are 2 similar checks	ಬಾಗ್ಯಕರಮೈನ ನಿರಿಕ್ಷನಿ-1	
grammar-connect-logic-result_1_13__1	Connect — Reason-and-Result Relationship	unable to migrate selection, there are 2 similar checks	ಧಾನಿಂಕ-1	
