Reference	Localized Group	Message	Selections	
figs-activepassive_6_20__1	Active or Passive	unable to migrate selection, no match found for check in new resources	ঈশ্বর তোমাকে যে সত্য বার্তা দিয়েছেন-1	
figs-nominaladj_4_3__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	যারা জানে সত্য কি-1	
figs-nominaladj_5_16__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	কোন বিশ্বাসী মহিলার-1	
figs-nominaladj_5_17__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	প্রবীণদের-1 কঠোর পরিশ্রম করেছেন-1	
figs-nominaladj_5_20__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	যারা পাপ করে-1	
figs-nominaladj_5_6__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	একজন বিধবা যে শুধুমাত্র নিজেকে খুশি করার জন্য বেঁচে থাকে-1	
figs-nominaladj_6_16__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ঈশ্বরই একমাত্র যিনি কখনো মরবেননা-1	
figs-nominaladj_6_9__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	কিছু লোক প্রবলভাবে-1 চায়-1	
