Reference	Localized Group	Message	Selections	
figs-nominaladj_3_4__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	પાઇલટ-1 લઈ જવા માંગે છે ત્યાં દિશામાન કરી શકે-1	
figs-nominaladj_3_6__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	તે બધું દૂષિત કરે છે.-1	
