Reference	Localized Group	Message	Selections	
figs-doublet_1_17__1	Doublet	unable to migrate selection, there are 2 similar checks	જેમનામાં કોઈ બદલાવ નથી અથવા ફરવાથી પડછાયો નથી-1	
figs-hypo_2_18__1	Hypothetical Situations	unable to migrate selection, there are 2 similar checks	તારો વિશ્વાસ કરણીઓ વિના મને બતાવ, અને હું તને મારો વિશ્વાસ કરણીઓથી બતાવીશ-1	
figs-idiom_2_3__1	Idiom	unable to migrate selection, there are 2 similar checks	તમે-1 તેને જોઈને-1	
figs-metaphor_1_11__1	Metaphor	2 duplicate migrations		
figs-metaphor_1_12__1	Metaphor	2 duplicate migrations		
figs-metaphor_3_2__1	Metaphor	unable to migrate selection, there are 2 similar checks	આપણે સર્વ ઘણી ઠોકર ખાઈએ છીએ-1 બોલવામાં ઠોકર ખાતો નથી-1	
figs-nominaladj_3_4__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	સુકાનીની-1 ફેરવવામાં આવે છે-1	
figs-nominaladj_3_6__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	મલિન બનાવનાર એવી-1	
figs-you_2_3__1	Forms of You	unable to migrate selection, there are 2 similar checks	તમે-1 જોઈને કહો-1 તમે કહો-1	
