Reference	Localized Group	Message	Selections	
figs-abstractnouns_1_25__1	Abstract Nouns	unable to migrate selection, there are 3 similar checks	પોતાના વ્યવહારમાં-1	
figs-metaphor_1_11__1	Metaphor	2 duplicate migrations		
figs-metaphor_1_12__1	Metaphor	2 duplicate migrations		
