Reference	Localized Group	Message	Selections	
figs-ellipsis_8_16__1	Ellipsis	unable to migrate selection, there are 3 similar checks	और लोग बाहर निकल गए और लाए-1	
figs-idiom_5_7__1	Idiom	unable to migrate selection, there are 2 similar checks	एक पुरुष अपने भाई के विरुद्ध!-1	
