Reference	Localized Group	Message	Selections	
figs-abstractnouns_1_9__1	Abstract Nouns	2 selections duplicated 	["सब लोगों को-1","सब लोगों को-1"]	
figs-abstractnouns_1_9__1	Abstract Nouns	2 duplicate migrations		
