Reference	Localized Group	Message	Selections	
figs-activepassive_6_1__1	Active or Passive	2 duplicate migrations		
figs-inclusive_1_8__1	figs-inclusive	unable to migrate selection, no match found for check in new resources	हम जानते हैं-1	
figs-inclusive_4_10__1	figs-inclusive	unable to migrate selection, no match found for check in new resources	हम मेहनत और संघर्ष करते हैं-1	
figs-metonymy_6_3__1	Metonymy	2 duplicate migrations		
figs-you_1_3__1	Forms of You	unable to migrate selection, no match found for check in new resources	तुझसे-1	
