Reference	Localized Group	Message	Selections	
figs-nominaladj_3_4__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	నావికుడు తాను-1	
figs-nominaladj_3_6__1	Nominal Adjectives	unable to migrate selection, no match found for check in new resources	ఇది-1 కలుషితం చేస్తుంది-1	
