Project	Modified	wA % Done	wA GL	wA Orig Lang Check Version	tW % Done	tW GL	tW Orig Lang Check Version	tN % Done	tN GL	tN GL Check Version	tN Orig Lang Check Version	Time Created	tC Edit Version	tC Format Version	Project warnings	Project Error	
bspidel/bes_ireg_tit_book		4			0			0				2017-06-18T00:36:50.092Z		6			
tc02/es_rail_tit_book		18			0			0				2018-03-21T22:06:56.299Z		5			
