Project	Modified	wA % Done	wA GL	wA Orig Lang Check Version	tW % Done	tW GL	tW Orig Lang Check Version	tN % Done	tN GL	tN GL Check Version	tN Orig Lang Check Version	Time Created	tC Edit Version	tC Format Version	Project warnings	Project Error	
shojojohn/hi_irv_eph_book	2022-09-10T11:55:28.919Z	96			0			0				2019-06-11T08:58:22.509Z		7			
shojojohn/hi_irv_exo_book	2022-09-10T11:55:28.919Z	100	en		0			0				2020-02-13T10:17:59.030Z	2.1.0	7			
shojojohn/hi_irv_ezk_book	2022-09-10T11:55:28.919Z	62	en	v2.1.11	0			0				2020-03-30T08:04:20.410Z	2.1.1	7			
shojojohn/hi_irv_gal_book	2022-09-10T11:55:28.919Z	95			0			0				2019-05-20T06:02:40.611Z		7			
shojojohn/hi_irv_gen_book	2022-09-10T11:55:28.919Z	100	en		0			0				2019-12-20T15:20:42.706Z	2.1.0	7			
shojojohn/hi_irv_hab_book	2022-09-10T11:55:28.919Z	54	en	v2.1.11	0			0				2020-03-09T06:02:15.248Z	2.1.1	7			
shojojohn/hi_irv_hag_book	2022-09-10T11:55:28.919Z	48	en	v2.1.11	0			0				2020-03-09T05:23:07.190Z	2.1.1	7			
shojojohn/hi_irv_heb_book	2022-09-10T11:55:28.919Z	52			0			0				2019-07-18T04:51:31.123Z	1.1.4	7			
shojojohn/hi_irv_hos_book	2022-09-10T11:55:28.919Z	13	en	v2.1.11	0			0				2020-03-09T06:16:19.231Z	2.1.1	7			
shojojohn/hi_irv_isa_book	2022-09-10T11:55:28.919Z	100	en		0			0				2020-02-24T10:43:22.760Z	2.1.0	7			
shojojohn/hi_irv_jas_book	2022-09-10T11:55:28.919Z	100			0			0				2019-04-24T08:30:57.790Z		7			
shojojohn/hi_irv_jdg_book	2022-09-10T11:55:28.919Z	100	en		0	en		0				2020-01-03T06:26:33.586Z	2.1.0	7			
shojojohn/hi_irv_jer_book	2022-09-10T11:55:28.919Z	83	en		0			0				2020-03-05T09:23:34.651Z	2.1.0	7			
shojojohn/hi_irv_jhn_book	2022-09-10T11:55:28.919Z	94			0			0				2019-07-09T11:14:40.156Z	1.1.4	7			
shojojohn/hi_irv_job_book	2022-09-10T11:55:28.919Z	90	en	v2.1.11	0			0				2020-03-09T09:29:17.547Z	2.1.1	7			
shojojohn/hi_irv_jol_book	2022-09-10T11:55:28.919Z	75			0			0				2019-08-29T06:18:17.673Z	1.1.4	7			
shojojohn/hi_irv_jon_book	2022-09-10T11:55:28.919Z	50			0			0				2019-08-29T06:35:15.188Z	1.1.4	7			
shojojohn/hi_irv_jos_book	2022-09-10T11:55:28.919Z	99	en		0	en		0	en			2019-12-30T06:15:11.871Z	2.1.0	7			
shojojohn/hi_irv_jud_book	2022-09-10T11:55:28.919Z	88			0			0				2019-04-23T07:35:31.607Z		7			
shojojohn/hi_irv_lev_book	2022-09-10T11:55:28.919Z	43			0			0				2019-07-18T05:22:40.644Z	1.1.4	7			
shojojohn/hi_irv_luk_book	2022-09-10T11:55:28.919Z	95			0			0				2019-06-05T09:51:37.897Z		7			
shojojohn/hi_irv_mal_book	2022-09-10T11:55:28.919Z	49			0			0				2019-08-29T06:46:21.844Z	1.1.4	7			
shojojohn/hi_irv_mat_book	2022-09-10T11:55:28.919Z	49			0			0				2019-05-30T07:43:14.005Z		7			
shojojohn/hi_irv_mic_book	2022-09-10T11:55:28.919Z	79			0			0				2019-08-29T06:38:02.268Z	1.1.4	7			
shojojohn/hi_irv_mrk_book	2022-09-10T11:55:28.919Z	8			0			0				2019-07-09T11:10:32.274Z	1.1.4	7			
shojojohn/hi_irv_nam_book	2022-09-10T11:55:28.919Z	50			0			0				2019-08-29T06:44:15.201Z	1.1.4	7			
shojojohn/hi_irv_num_book	2022-09-10T11:55:28.919Z	51			0			0				2019-08-29T05:03:53.727Z	1.1.4	7			
shojojohn/hi_irv_oba_book	2022-09-10T11:55:28.919Z	36			0			0				2019-08-29T06:21:02.474Z	1.1.4	7			
shojojohn/hi_irv_phm_book	2022-09-10T11:55:28.919Z	100			0			0				2019-03-28T10:16:36.276Z		7			
shojojohn/hi_irv_php_book	2022-09-10T11:55:28.919Z	24			0			0				2019-06-05T09:28:06.294Z		7			
