Project	Modified	wA % Done	wA GL	wA Orig Lang Check Version	tW % Done	tW GL	tW Orig Lang Check Version	tN % Done	tN GL	tN GL Check Version	tN Orig Lang Check Version	Time Created	tC Edit Version	tC Format Version	Project warnings	Project Error	
cor_2020/cua_clt_1jn_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T16:09:05.613Z	3.0.1	7			
cor_2020/cua_clt_1pe_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T16:05:44.762Z	3.0.1	7			
cor_2020/cua_clt_1th_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T15:49:11.318Z	3.0.1	7			
cor_2020/cua_clt_1ti_book		99	en	v0.16	0			0				2020-09-19T15:52:31.927Z	3.0.1	7			
cor_2020/cua_clt_2co_book		100	en	v0.16	0			0				2020-09-19T15:30:32.885Z	3.0.1	7			
cor_2020/cua_clt_2jn_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0	en	v32	v0.13	2020-09-19T16:10:35.162Z	3.0.1	7			
cor_2020/cua_clt_2pe_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T16:07:41.042Z	3.0.1	7			
cor_2020/cua_clt_2th_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T15:51:06.094Z	3.0.1	7			
cor_2020/cua_clt_2ti_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T15:55:11.285Z	3.0.1	7			
cor_2020/cua_clt_3jn_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T16:11:59.537Z	3.0.1	7			
cor_2020/cua_clt_act_book		92	en	v0.16	0			0				2020-09-19T15:12:31.052Z	3.0.1	7			
cor_2020/cua_clt_col_book		100	en	v0.16	0			0				2020-09-19T15:47:37.065Z	3.0.1	7			
cor_2020/cua_clt_eph_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T15:44:11.448Z	3.0.1	7			
cor_2020/cua_clt_gal_book	2022-01-10T14:37:20.312Z	88	en	v0.16	0			0				2020-09-19T15:35:16.312Z	3.0.1	7			
cor_2020/cua_clt_heb_book	2022-01-10T14:37:20.312Z	98	en	v0.16	0			0				2020-09-19T16:00:19.711Z	3.0.1	7			
cor_2020/cua_clt_jas_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T16:02:44.332Z	3.0.1	7			
cor_2020/cua_clt_jhn_book		100	en	v0.16	0			0				2020-09-18T08:39:52.228Z	3.0.1	7			
cor_2020/cua_clt_jud_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T16:13:42.150Z	3.0.1	7			
cor_2020/cua_clt_luk_book	2022-01-10T14:37:20.312Z	61	en	v0.16	0			0				2020-09-19T05:57:20.706Z	3.0.1	7			
cor_2020/cua_clt_mat_book		100	en	v0.16	0	en	v0.16	0	en	v28	v0.12	2020-09-17T01:14:20.307Z	3.0.1	7			
cor_2020/cua_clt_mrk_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T05:09:03.600Z	3.0.1	7			
cor_2020/cua_clt_phm_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T15:58:35.878Z	3.0.1	7			
cor_2020/cua_clt_php_book	2022-01-10T14:37:20.312Z	100	en	v0.16	0			0				2020-09-19T15:45:46.278Z	3.0.1	7			
cor_2020/cua_clt_rev_book		100	en	v0.16	0			0				2020-09-19T16:15:08.957Z	3.0.1	7			
cor_2020/cua_clt_rom_book	2022-01-10T14:37:20.312Z	88	en	v0.16	0	en	v0.16	0	en	v32	v0.13	2020-09-18T08:48:24.968Z	3.0.1	7			
cor_2020/cua_clt_tit_book		100	en	v0.16	0	en	v0.16	0	en	v36	v0.15	2020-10-12T13:46:47.881Z	3.0.1	7			
