Project	Modified	wA % Done	wA GL	wA Orig Lang Check Version	tW % Done	tW GL	tW Orig Lang Check Version	tN % Done	tN GL	tN GL Check Version	tN Orig Lang Check Version	Time Created	tC Edit Version	tC Format Version	Project warnings	Project Error	
vipinbhadran_BCS/mr_irv_gal_book		88			0			0				2019-08-12T05:12:29.563Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_heb_book		9			0			0				2019-09-13T05:40:28.203Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_jas_book		8			0			0				2019-09-13T05:41:21.245Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_jhn_book		29			0			0				2019-09-13T05:29:14.158Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_jud_book		65			0			0				2019-09-13T05:43:44.505Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_luk_book		10			0			0				2019-08-12T05:10:10.500Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_mat_book		18			0			0				2019-08-23T08:28:05.352Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_mrk_book		16			0			0				2019-08-23T08:30:14.203Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_phm_book		50			0			0				2019-09-13T05:39:41.703Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_php_book		81			0			0				2019-08-12T05:13:20.595Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_rev_book		31			0			0				2019-09-13T05:44:27.793Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_rom_book		75			0			0				2019-09-13T05:34:20.163Z	1.1.4	7			
vipinbhadran_BCS/mr_irv_tit_book		63			0			0				2019-04-16T04:16:06.262Z		7			
vipinbhadran_BCS/mr_mgl_eph_book		78	en	v0.20	68	en	v0.20	91	en	v53	v0.22	2021-11-01T07:43:06.339Z	3.0.1	7	duplicate tn selections found, duplicate tn migrations found, unmatched tn checks found, 		
YogeshPrajapati/mr_act_text_reg		0			0			0									
