Project	Modified	wA % Done	wA GL	wA Orig Lang Check Version	tW % Done	tW GL	tW Orig Lang Check Version	tN % Done	tN GL	tN GL Check Version	tN Orig Lang Check Version	Time Created	tC Edit Version	tC Format Version	Project warnings	Project Error	
Anna/ru_rsob_tit_book	2021-12-22T12:50:20.216Z	100	en	v0.12	29	en	v0.12	100	en	v30	v0.12	2020-04-29T07:57:17.462Z	2.1.2	7	unmatched tn checks found, 		
Anna/ru_ust_jon_book	2021-12-22T12:50:20.216Z	0	en	v2.1.15	0			0	en	v36	v2.1.15	2021-02-03T07:55:00.637Z	3.0.1	7			
Anna/ru_vers_tit_book	2021-12-22T12:50:20.216Z	100	en	v0.14	99	en	v0.15	96	en	v33	v0.14	2019-05-14T12:20:23.897Z	3.0.1	7	unmatched tn checks found, 		
benjore/ru_rob_2jn_book	2021-12-22T12:50:20.216Z	0			0			0				2019-05-14T13:33:47.220Z		7			
benjore/ru_rob_tit_book	2021-12-22T12:50:20.216Z	65			0			0				2019-05-14T12:20:23.897Z		7			
benjore/ru_rsb_2jn_book	2021-12-22T12:50:20.216Z	0			0			0				2019-05-14T12:30:28.225Z		7			
benjore/ru_rsb_tit_book	2021-12-22T12:50:20.216Z	0			0			0				2019-05-14T11:16:01.796Z		7			
benjore/ru_rst_phm_book	2021-12-22T12:50:20.216Z	8			0			0				2019-05-15T03:59:17.869Z		7			
birch/ru_abc_2jn_book	2021-12-22T12:50:20.216Z	100			0			0				2019-05-14T12:30:28.225Z		7			
birch/ru_abc_tit_book	2021-12-22T12:50:20.216Z	100	en		0	kn		0	en			2019-05-14T11:16:01.796Z	2.0.0	7			
dimasava/ru_rlob_tit_book	2021-12-22T12:50:20.216Z	100	en	v0.12	1			0	en	v28	v0.12	2019-05-14T12:20:23.897Z	2.1.2	7			
dimasava/ru_rob_1th_book	2021-12-22T12:50:20.216Z	7	en		0	en		0	en			2019-05-15T05:52:10.779Z	1.1.4	7			
dimasava/ru_rob_jon_book	2021-12-22T12:50:20.216Z	100	en		0			0	en			2020-01-30T15:02:09.815Z	2.1.0	7			
dimasava/ru_rob_luk_book	2021-12-22T12:50:20.216Z	99	en		0	en		0	en			2019-11-25T08:06:48.488Z	2.0.0	7			
dimasava/ru_rob_rut_book	2021-12-22T12:50:20.216Z	100	en		35	en		0	en			2020-02-01T13:10:20.473Z	2.1.0	7			
